100
og	-2.71660821032605
det	-2.83632281958206
han	-2.8844837852186
i	-3.18651330607853
var	-3.2867488905961
på	-3.32072055199352
jeg	-3.4399318908433
å	-3.59883317342915
til	-3.62904695202565
som	-3.68541174366024
en	-3.76603156864889
så	-3.84607427632242
med	-3.92645579477338
at	-3.98018655772308
ikke	-3.98835463114018
er	-4.01507037851923
hadde	-4.01808333650806
de	-4.06124663340821
av	-4.06440220560702
seg	-4.11829385583202
den	-4.22150709733171
du	-4.22150709733171
men	-4.22595484372995
for	-4.28328808274517
om	-4.33910523883947
hun	-4.37467206983421
dash	-4.44335710693363
dei	-4.53820571276253
sa	-4.67043266285119
et	-4.67507843195037
meg	-4.73628529541353
ut	-4.80148410049717
har	-4.80678212613473
kom	-4.82284672863853
da	-4.96159703713885
ein	-4.98512753454904
over	-5.0092250861281
inn	-5.02396736786531
vi	-5.05072481703486
der	-5.05582253410653
opp	-5.05752756435761
nå	-5.06437690620318
ham	-5.12457206698661
bare	-5.28666171980898
ikkje	-5.29744931093797
sig	-5.32828875932105
noe	-5.3350227915024
gikk	-5.35550132284594
eller	-5.39297643401248
henne	-5.40016209367336
etter	-5.40016209367336
ho	-5.47242266090484
ned	-5.49595315831503
fra	-5.51734434829635
noen	-5.53920314210885
ei	-5.57291419945116
ved	-5.57291419945116
karl	-5.57577543173219
mot	-5.57864487416015
skal	-5.58152257398776
tok	-5.59020569656122
når	-5.61076442358226
her	-5.61970636095792
ville	-5.6317546994741
litt	-5.6317546994741
kan	-5.63478960316925
dem	-5.64702217160488
ble	-5.64702217160488
kunne	-5.69105444175539
la	-5.70399960634742
andre	-5.7138196525284
alle	-5.72373708918575
to	-5.72706487927842
eit	-5.73711521513192
alt	-5.74048789961056
ha	-5.75067474491755
ja	-5.77485554311477
før	-5.80682984774728
gå	-5.8895838087762
fikk	-5.8974578652071
hans	-5.92145901730664
deg	-5.92145901730664
være	-5.92551581800226
vel	-5.93367912864142
frå	-5.93778591059407
vart	-5.95438380200311
igjen	-5.96278721279949
enn	-5.96701554890901
satt	-5.99276804501143
helt	-6.00589733645322
gribb	-6.01031235466234
måtte	-6.0236755824745
godt	-6.03721980758226
få	-6.04635229114553
liv	-6.06020932580696
stod	-6.07426107926261
se	-6.07898922045856
johan	-6.07898922045856
også	-6.08373982321715
bli	-6.12754244587555
